hid,save3,year,region,inc,save1,save2,m12,m18,m65,m18elem,m18sec,m18pos,f12,f18,f65,f18elem,f18sec,f18pos,of1,of2,of3,of4,of5,p0to5,p6to11,p12to17,p18to64,p65,of0,month,cpi,dev1,dev2,dev3,dev4,sd1,sd2,sd3,sd4,dvsq1,dvsq2,dvsq3,dvsq4
1.20e+10,11013.95,81,17,2758.553,1522.36,1559.569,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1.023,-6.126667,157.8355,-6.813334,37.98387,34.5577,95.31813,108.5968,154.3851,37.53605,24912.04,46.42151,1442.774
2.22e+10,-662.7907,81,26,1637.058,-678.9336,-230.548,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,4,1.047,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.12e+10,1323.689,81,26,1172.758,-431.6251,128.0211,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,3,1.035167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.21e+10,1517.536,81,24,1886.843,301.6957,585.2389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,12,1.12675,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
2.21e+10,1128.88,81,32,1332.784,453.757,453.757,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,1.012167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.11e+10,-505.618,81,13,2007.078,-576.8798,91.54237,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,10,1.106583,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
2.22e+10,-464.1314,81,26,4150.613,2181.01,2408.44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
1.21e+10,-870.4846,81,19,4099.129,1627.236,1672.797,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,4,1,0,0,8,1.086083,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
2.21e+10,-169.9463,81,32,2894.938,1629.951,1912.963,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,4,1.047,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
3.10e+10,6885.23,81,28,2563.807,939.1987,1078.616,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,2,0,0,1,1.012167,-48.50588,-154.5412,-111.1706,40.48235,41.61441,125.5881,121.1578,146.6094,2352.821,23882.97,12358.9,1638.821
2.22e+10,-435.0133,81,27,3499.032,1361.123,1502.157,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,2,0,0,7,1.076583,-28.7,35.8,-20.52059,15.70606,63.84554,169.5591,188.889,80.02827,823.69,1281.64,421.0945,246.6803
2.11e+10,-47.57709,81,15,5781.32,2454.508,2706.475,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,2,2,2,3,0,0,8,1.086083,-30.38437,49.07097,-65.54194,-30.05938,46.31006,258.1368,220.7154,63.64342,923.2103,2407.96,4295.745,903.566
3.21e+10,-142.6102,81,24,1959.183,510.0504,626.7315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,10,1.106583,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
2.11e+10,4981.186,81,13,1663.757,-71.22097,207.6184,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1.012167,-36.04412,184.5147,52.78529,-36.07059,38.72483,147.3811,211.3218,63.59126,1299.178,34045.68,2786.287,1301.087
2.10e+10,-707.3386,81,31,2528.29,193.3711,746.1173,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,1.066333,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
1.21e+10,-1160.035,81,19,3571.115,782.1106,833.9288,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,6,1.066333,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
2.12e+10,328.8889,81,26,2167.534,875.6818,964.5706,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,5,1.0565,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.22e+10,-1458.605,81,19,4066.471,2833.081,3020.764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1.023,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
2.11e+10,-1254.973,81,11,942.843,-1223.443,-745.0133,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,3,1.035167,-35.44,368.115,60.71667,-26.315,36.43177,171.1883,191.9244,63.53848,1255.994,135508.7,3686.514,692.4792
2.20e+10,2491.163,81,31,2453.568,412.5504,529.506,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,2,1.023,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
2.20e+10,13474.42,81,31,4144.672,1192.96,1458.313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1.023,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
2.22e+10,-434.6667,81,27,2828.206,953.4202,1174.886,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,5,1.0565,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
2.11e+10,-343.5805,81,14,898.4055,-93.78973,-19.87229,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,1.035167,-45.95882,-48.75882,250.5059,-7.367647,53.80778,169.3242,195.1027,59.34944,2112.213,2377.423,62753.2,54.28222
2.11e+10,-300.9458,81,26,887.0305,-528.6799,-423.8796,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,11,1.116083,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
1.11e+10,-526.0831,81,9,1656.165,-116.0404,21.45333,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,2,0,1,7,1.076583,-26.98824,-45.84412,190.8971,-36.04118,36.60301,104.6558,145.4568,64.85046,728.3649,2101.683,36441.69,1298.966
2.22e+10,-424.8658,81,26,1706.781,14.99984,156.5056,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,4,1.047,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.22e+10,707.907,81,19,2626.588,300.6161,1478.841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,1.023,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
2.11e+10,176.8347,81,14,658.5645,-40.73644,-40.73644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1.076583,35.05588,176.9912,250.5059,-7.367647,54.04885,166.7889,195.1027,59.34944,1228.915,31325.88,62753.2,54.28222
3.21e+10,211.5556,81,28,1126.36,-187.3928,-153.615,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1.0565,-48.50588,-154.5412,-111.1706,40.48235,41.61441,125.5881,121.1578,146.6094,2352.821,23882.97,12358.9,1638.821
1.21e+10,-615.9111,81,19,2335.922,1119.22,1148.433,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,12,1.12675,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
1.21e+10,859.9827,81,19,5451.012,1201.518,1454.307,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,10,1.106583,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
1.11e+10,-4319.168,81,2,3026.565,-1236.835,-565.8374,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,3,1.035167,-47.34412,118.0059,16.33529,-26.76765,40.81003,163.8738,178.5897,101.5263,2241.466,13925.39,266.8418,716.507
2.11e+10,-540.2299,81,26,1096.28,-167.9816,-133.4988,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
3.21e+10,-2326.775,81,29,2435.323,-1385.132,-832.8977,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,2,1,0,12,1.12675,11.04118,25.09706,-104.6824,-43.9,65.05384,112.0053,119.7616,126.1994,121.9076,629.8624,10958.39,1927.21
3.10e+10,251.1759,81,34,820.0227,-822.9652,-561.9621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1.012167,-62.53235,-65.56765,44.98824,66.09706,47.99585,148.857,180.6868,146.5969,3910.295,4299.116,2023.941,4368.821
2.20e+10,-204.4444,81,31,1429.247,-357.0241,58.16648,1,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,2,2,2,0,0,5,1.0565,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
1.12e+10,-95.07346,81,6,1232.623,-1676.708,-1581.634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1.106583,-11.66061,58.93939,-189.6273,-15.22812,33.52695,99.70902,139.1022,64.85704,135.9697,3473.852,35958.5,231.8958
2.11e+10,-866.8972,81,26,3907.523,1768.329,2039.486,0,2,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.12e+10,-366.465,81,26,1360.042,-26.14633,89.98547,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,0,2,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
1.11e+10,-152.439,81,6,1514.82,-507.8914,-438.0941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,9,1.0965,-11.66061,58.93939,-189.6273,-15.22812,33.52695,99.70902,139.1022,64.85704,135.9697,3473.852,35958.5,231.8958
2.11e+10,117.5958,81,15,1112.631,-887.923,-606.9443,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,9,1.0965,-30.38437,49.07097,-65.54194,-30.05938,46.31006,258.1368,220.7154,63.64342,923.2103,2407.96,4295.745,903.566
2.22e+10,-151.1111,81,27,2005.679,880.0467,1095.934,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,5,1.0565,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
2.21e+10,928.5042,81,32,2294.088,-961.666,202.1162,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1.012167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.11e+10,-3604.149,81,26,1959.183,-1508.522,-806.4969,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.21e+10,-498.2578,81,32,855.4487,-61.4181,-59.59412,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,1,0,9,1.0965,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.11e+10,246.5116,81,14,445.7476,-683.9319,-428.2134,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,2,1.023,-45.95882,-48.75882,250.5059,-7.367647,53.80778,169.3242,195.1027,59.34944,2112.213,2377.423,62753.2,54.28222
1.11e+10,251.9894,81,5,2277.899,261.6854,298.2583,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0,6,1.066333,-13.60882,53.04412,-156.6471,115.8735,34.7969,117.4921,137.3372,93.21664,185.2001,2813.678,24538.3,13426.67
2.11e+10,-389.0877,81,13,1593.123,23.44632,292.6925,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,1.047,-36.04412,184.5147,52.78529,-36.07059,38.72483,147.3811,211.3218,63.59126,1299.178,34045.68,2786.287,1301.087
2.11e+10,-274.0937,81,26,1226.633,211.4142,258.0346,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.21e+10,479.7742,81,32,989.9551,94.88833,153.3083,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1.012167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.11e+10,249.3551,81,13,3885.91,1345.954,1754.765,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,11,1.116083,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
2.22e+10,-212.2016,81,26,962.1753,-56.52656,77.97502,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.12e+10,-817.6212,81,26,1279.828,-449.0427,-272.8157,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,8,1.086083,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,-406.7944,81,11,315.5493,-841.3319,-701.3693,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,9,1.0965,-35.86,67.92,60.71667,-26.315,36.41117,189.3848,191.9244,63.53848,1285.94,4613.126,3686.514,692.4792
1.20e+10,3260.583,81,17,2180.47,-1107.64,-34.58331,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,1.012167,-6.126667,157.8355,-6.813334,37.98387,34.5577,95.31813,108.5968,154.3851,37.53605,24912.04,46.42151,1442.774
2.21e+10,3582.222,81,32,2706.104,1046.785,1258.885,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,5,1.0565,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.20e+10,-334.8018,81,31,3112.1,1702.742,1710.108,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,8,1.086083,-28.53636,-80.07353,87.30589,-56.39118,55.46818,90.98682,121.9518,95.66467,814.324,6411.77,7622.317,3179.965
3.10e+10,-3237.925,81,29,2265.52,-1589.505,-1374.076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,1.047,-68.32647,55.36176,-104.6824,-43.9,64.0169,111.6849,119.7616,126.1994,4668.506,3064.925,10958.39,1927.21
1.20e+10,-259.0628,81,17,1771.491,426.9042,433.0935,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,1.066333,-6.126667,157.8355,-6.813334,37.98387,34.5577,95.31813,108.5968,154.3851,37.53605,24912.04,46.42151,1442.774
1.21e+10,-782.0977,81,24,2532.925,103.1829,121.5374,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,1.035167,-32.77647,-18.25455,38.90588,93.57941,65.62228,122.8072,107.6525,125.6329,1074.297,333.2284,1513.668,8757.106
2.22e+10,-12875.82,81,26,2603.326,-14411.63,-14049.55,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,1.012167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.21e+10,-1334.495,81,24,5612.402,1656.56,1800.655,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,9,1.0965,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
3.20e+10,-1145.374,81,29,5465.508,764.6379,1585.367,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,1.086083,11.04118,25.09706,-104.6824,-43.9,65.05384,112.0053,119.7616,126.1994,121.9076,629.8624,10958.39,1927.21
2.22e+10,113.2404,81,27,1676.242,-30.87032,644.7201,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,9,1.0965,-28.7,35.8,-20.52059,15.70606,63.84554,169.5591,188.889,80.02827,823.69,1281.64,421.0945,246.6803
1.21e+10,-1980.224,81,19,4405.582,-465.2592,449.8447,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,11,1.116083,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
2.11e+10,-503.0946,81,14,1864.231,-88.00183,374.6925,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,7,1.076583,35.05588,176.9912,250.5059,-7.367647,54.04885,166.7889,195.1027,59.34944,1228.915,31325.88,62753.2,54.28222
2.11e+10,-1150.661,81,13,2940.842,-629.8022,-568.0171,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,2,0,0,8,1.086083,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
1.21e+10,-1026.518,81,19,768.582,-1525.577,-1525.577,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,1.12675,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
1.21e+10,814.46,81,19,1429.092,-423.7529,362.6569,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,9,1.0965,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
1.11e+10,3324.444,81,9,2596.308,262.8957,668.7852,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,5,1.0565,25.71765,75.83235,190.8971,-36.04118,36.62993,104.1414,145.4568,64.85046,661.3974,5750.546,36441.69,1298.966
2.11e+10,129.6456,81,26,3248.739,154.8223,379.5414,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
1.21e+10,-2471.628,81,24,3319.648,1074.686,1133.291,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1.023,-32.77647,-18.25455,38.90588,93.57941,65.62228,122.8072,107.6525,125.6329,1074.297,333.2284,1513.668,8757.106
2.22e+10,-311.6279,81,26,856.3047,-21.89729,-21.89729,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1.023,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.11e+10,795.756,81,14,2037,1112.413,1112.413,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,7,1.076583,35.05588,176.9912,250.5059,-7.367647,54.04885,166.7889,195.1027,59.34944,1228.915,31325.88,62753.2,54.28222
2.11e+10,-884.1733,81,26,1125.783,-729.2601,-659.0082,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,7,1.076583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,-2012.195,81,13,2067.487,-480.9614,-435.1742,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,9,1.0965,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
2.11e+10,-425.7778,81,26,938.0027,-193.8253,-174.2942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,5,1.0565,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.12e+10,26.5252,81,26,1236.949,-51.91858,255.9445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.21e+10,67.81194,81,32,1028.819,-981.3451,-723.0411,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,3,1.035167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.12e+10,1666.98,81,26,2180.471,904.3342,972.067,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.012167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.11e+10,-263.6128,81,9,1332.028,337.7611,413.4281,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,10,1.106583,-26.98824,-45.84412,190.8971,-36.04118,36.60301,104.6558,145.4568,64.85046,728.3649,2101.683,36441.69,1298.966
2.22e+10,-1169.078,81,26,2921.268,-1020.606,-624.6262,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,3,1.035167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
3.21e+10,-3391.771,81,29,8551.094,3827.585,4299.799,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,4,1.047,-68.32647,55.36176,-104.6824,-43.9,64.0169,111.6849,119.7616,126.1994,4668.506,3064.925,10958.39,1927.21
2.12e+10,392.9493,81,26,1257.97,-142.0917,166.6651,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,11,1.116083,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
1.22e+10,-306.9767,81,19,1900.293,349.9275,562.367,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,2,0,0,2,1.023,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
1.22e+10,-266.2057,81,19,1397.093,433.508,513.3017,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,10,1.106583,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
2.10e+10,-265.252,81,31,882.4629,-2809.26,-2799.882,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,6,1.066333,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
2.11e+10,-1289.746,81,15,3967.726,-461.7311,-32.80919,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1.012167,-4.603125,-257.5097,-65.54194,-30.05938,46.6137,254.1084,220.7154,63.64342,21.18876,66311.23,4295.745,903.566
2.11e+10,-355.5555,81,11,7126.359,4145.664,5118.549,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,5,1.0565,-35.44,368.115,60.71667,-26.315,36.43177,171.1883,191.9244,63.53848,1255.994,135508.7,3686.514,692.4792
3.21e+10,-2273.128,81,28,1136.192,-590.487,-295.8503,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,1.086083,-16.59412,-170.1882,-111.1706,40.48235,42.34282,124.9912,121.1578,146.6094,275.3647,28964.04,12358.9,1638.821
2.11e+10,-581.6938,81,26,1845.13,151.6525,382.6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,-93.91771,81,15,1054.441,-357.5844,-183.1658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,1.047,-4.603125,-257.5097,-65.54194,-30.05938,46.6137,254.1084,220.7154,63.64342,21.18876,66311.23,4295.745,903.566
2.12e+10,-242.0052,81,26,796.144,-127.4446,-19.20963,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,-513.2592,81,11,1435.101,497.9111,497.9111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,1.12675,-35.86,67.92,60.71667,-26.315,36.41117,189.3848,191.9244,63.53848,1285.94,4613.126,3686.514,692.4792
