conglome,vivienda,hogar,district,male,age,ccdd,ccpp,ccdi,hid,hhmem,lhhmem,kids,k_hhmem,infants,children,adults,ces,depprov,hconsump,hconsumplm,hhequiv,lhhequiv,lhhconsplm,CAST,QUE,AYM,near_x,near_y,cusco,pothuan_mita,border,d_bnd,bfe4_1,bfe4_2,bfe4_3,elv_sh,slope,near_dist,dpot,lat,lon,dbnd_sh,dbnd_sh2,dbnd_sh3,dbnd_sh4,x,y
 579, 60,11,80401,female,54,8,4,1, 579 6011,2,.6931472,0,0,0,0,2,2,804,1885,2030.981,1015.491,6.923127,7.616274,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 24,11,80401,female,49,8,4,1, 612 2411,1,0,0,0,0,0,1,1,804,161,179.5051,179.5051,5.190203,5.190203,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 578, 77,11,80401,male,17,8,4,1, 578 7711,1,0,0,0,0,0,1,1,804,450,484.8496,484.8496,6.183839,6.183839,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 65,11,80401,male,27,8,4,1, 612 6511,4,1.386294,2,.5,2,0,2,2.8,804,306,341.1711,121.8468,4.802765,5.832384,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 19,11,80401,male,50,8,4,1, 613 1911,6,1.791759,1,.1666667,1,0,5,5.4,804,1435,1599.936,296.2845,5.69132,7.377719,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 23,11,80401,male,25,8,4,1, 612 2311,4,1.386294,2,.5,1,1,2,2.9,804,544,606.5264,209.147,5.343038,6.407748,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 63,11,80401,male,51,8,4,1, 612 6311,4,1.386294,2,.5,1,1,2,2.9,804,349,389.1134,134.177,4.89916,5.963871,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 67,11,80401,male,28,8,4,1, 613 6711,5,1.609438,3,.6,2,1,2,3.3,804,1944,2167.44,656.7999,6.48738,7.681302,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 61,11,80401,male,22,8,4,1, 612 6111,4,1.386294,2,.5,2,0,2,2.8,804,492,548.5496,195.9106,5.277658,6.307278,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 20,11,80401,male,18,8,4,1, 612 2011,3,1.098612,1,.3333333,1,0,2,2.4,804,211,235.252,98.02164,4.585188,5.460657,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 22,11,80401,male,39,8,4,1, 612 2211,7,1.94591,5,.7142857,0,5,2,4.5,804,610,680.1123,151.1361,5.01818,6.522258,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 64,11,80401,female,58,8,4,1, 612 6411,3,1.098612,1,.3333333,0,1,2,2.5,804,288,321.1022,128.4409,4.855469,5.77176,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 578, 25,11,80401,male,46,8,4,1, 578 2511,6,1.791759,2,.3333333,0,2,4,5,804,1081,1164.717,232.9433,5.450795,7.060233,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 68,11,80401,male,35,8,4,1, 613 6811,4,1.386294,2,.5,0,2,2,3,804,1828,2038.107,679.369,6.521164,7.619777,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 21,11,80401,male,70,8,4,1, 612 2111,6,1.791759,4,.6666667,1,3,2,3.9,804,498,555.2392,142.369,4.958422,6.319399,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 577,  5,11,80401,male,41,8,4,1, 577  511,1,0,0,0,0,0,1,1,804,1630,1756.233,1756.233,7.470926,7.470926,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 578, 64,11,80401,female,85,8,4,1, 578 6411,1,0,0,0,0,0,1,1,804,1895,2041.756,2041.756,7.621565,7.621565,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 69,11,80401,male,47,8,4,1, 613 6911,5,1.609438,2,.4,0,2,3,4,804,1408,1569.833,392.4582,5.97243,7.358725,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 612, 66,11,80401,female,53,8,4,1, 612 6611,2,.6931472,1,.5,0,1,1,1.5,804,261,290.9989,193.9993,5.267854,5.673319,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 24,11,80401,female,41,8,4,1, 613 2411,4,1.386294,2,.5,0,2,2,3,804,996,1110.478,370.1595,5.913934,7.012546,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 579, 39,11,80401,male,45,8,4,1, 579 3911,9,2.197225,3,.3333333,0,3,6,7.5,804,4845,5220.214,696.0286,6.545391,8.560294,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 578, 38,11,80401,female,65,8,4,1, 578 3811,6,1.791759,2,.3333333,0,2,4,5,804,928,999.8677,199.9735,5.298185,6.907623,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 579, 16,11,80401,male,35,8,4,1, 579 1611,5,1.609438,3,.6,1,2,2,3.4,804,2211,2382.228,700.6552,6.552016,7.775791,castellano,0,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 22,11,80401,male,28,8,4,1, 613 2211,6,1.791759,2,.3333333,2,0,4,4.8,804,2381,2654.668,553.0557,6.315459,7.884075,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 613, 72,11,80401,male,54,8,4,1, 613 7211,2,.6931472,0,0,0,0,2,2,804,325,362.3549,181.1774,5.199477,5.892624,0,1,0,844422.3,8503592,0,0,0,24.71589,0,0,0,4.12645,11.2415,968978.2,9.689782,13.33333,71.95,.2471589,.0610875,.0150983,.0037317,-.3865662,-1.068676
 614, 70,11,80405,male,27,8,4,5, 614 7011,3,1.098612,1,.3333333,1,0,2,2.4,804,595,663.3882,276.4117,5.621891,6.49736,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 33,11,80405,male,47,8,4,5, 614 3311,5,1.609438,3,.6,0,3,2,3.5,804,506,564.1587,161.1882,5.082572,6.335336,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 580, 47,11,80405,male,66,8,4,5, 580 4711,2,.6931472,0,0,0,0,2,2,804,2123,2287.413,1143.706,7.042029,7.735177,castellano,0,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 69,11,80405,male,24,8,4,5, 614 6911,3,1.098612,1,.3333333,1,0,2,2.4,804,1147,1278.834,532.8475,6.278235,7.153704,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 35,11,80405,male,33,8,4,5, 614 3511,7,1.94591,5,.7142857,3,2,2,4.2,804,592,660.0434,157.1532,5.057221,6.492306,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 31,11,80405,male,35,8,4,5, 614 3111,4,1.386294,2,.5,1,1,2,2.9,804,490,546.3197,188.3861,5.238493,6.303205,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 32,11,80405,female,34,8,4,5, 614 3211,3,1.098612,2,.6666667,0,2,1,2,804,445,496.1475,248.0737,5.513726,6.206873,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 36,11,80405,male,32,8,4,5, 614 3611,5,1.609438,3,.6,2,1,2,3.3,804,892,994.5248,301.3712,5.708343,6.902265,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 580, 57,11,80405,female,57,8,4,5, 580 5711,2,.6931472,0,0,0,0,2,2,804,1119,1205.659,602.8297,6.401635,7.094782,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 72,11,80405,male,51,8,4,5, 614 7211,7,1.94591,5,.7142857,1,4,2,4.4,804,1036,1155.076,262.5172,5.570317,7.051921,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 580, 17,11,80405,male,25,8,4,5, 580 1711,3,1.098612,1,.3333333,0,1,2,2.5,804,2554,2751.791,1100.716,7.003716,7.920007,castellano,0,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 71,11,80405,female,60,8,4,5, 614 7111,2,.6931472,1,.5,0,1,1,1.5,804,271,302.1483,201.4322,5.305453,5.710918,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 34,11,80405,male,45,8,4,5, 614 3411,8,2.079442,5,.625,2,3,3,5.3,804,984,1097.099,206.9998,5.332718,7.000425,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 67,11,80405,male,31,8,4,5, 614 6711,5,1.609438,3,.6,0,3,2,3.5,804,429,478.3085,136.6596,4.917493,6.170256,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 614, 68,11,80405,male,35,8,4,5, 614 6811,6,1.791759,4,.6666667,1,3,2,3.9,804,822,916.4792,234.9947,5.459563,6.820539,0,1,0,846184.8,8504310,0,0,0,10.71635,0,0,0,3.88091,8.29385,953089.8,9.530898,13.4225,71.84666,.1071635,.011484,.0012307,.0001319,-.4899063,-.9795065
 603, 73,11,80501,male,16,8,5,1, 603 7311,1,0,0,0,0,0,1,1,805,352,392.4582,392.4582,5.97243,5.97243,0,1,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 603,101,11,80501,male,36,8,5,1, 60310111,4,1.386294,2,.5,1,1,2,2.9,805,1148,1279.949,441.3617,6.089865,7.154575,castellano,0,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 603,118,11,80501,male,41,8,5,1, 60311811,7,1.94591,5,.7142857,1,4,2,4.4,805,1942,2165.21,492.0932,6.198668,7.680273,castellano,0,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 603, 37,11,80501,male,42,8,5,1, 603 3711,4,1.386294,2,.5,0,2,2,3,805,3804,4241.225,1413.742,7.253995,8.352608,castellano,0,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 603, 13,11,80501,male,36,8,5,1, 603 1311,5,1.609438,2,.4,1,1,2,2.9,805,3221,3591.216,1238.35,7.121535,8.186246,castellano,0,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 603, 53,11,80501,male,57,8,5,1, 603 5311,3,1.098612,1,.3333333,0,1,2,2.5,805,881,982.2605,392.9042,5.973566,6.889856,0,1,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 603,  8,11,80501,male,26,8,5,1, 603  811,3,1.098612,1,.3333333,1,0,2,2.4,805,641,714.6754,297.7814,5.69636,6.571828,castellano,0,0,859091.6,8427970,0,1,0,26.25621,0,0,0,4.07265,5.26536,858224.7,8.582247,14.21806,71.43166,.2625621,.0689389,.0181007,.0047526,-.9048996,-.1839466
 615, 56,11,80502,male,72,8,5,2, 615 5611,1,0,0,0,0,0,1,1,805,223,248.6312,248.6312,5.515971,5.515971,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 14,11,80502,male,39,8,5,2, 615 1411,7,1.94591,2,.2857143,0,2,5,6,805,753,839.5485,139.9247,4.941105,6.732864,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 57,11,80502,male,73,8,5,2, 615 5711,5,1.609438,1,.2,0,1,4,4.5,805,817,910.9045,202.4232,5.31036,6.814438,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 17,11,80502,male,54,8,5,2, 615 1711,8,2.079442,3,.375,1,2,5,6.4,805,1123,1252.076,195.6368,5.27626,7.132558,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 13,11,80502,male,29,8,5,2, 615 1311,7,1.94591,5,.7142857,1,4,2,4.4,805,447,498.3773,113.2676,4.729753,6.211358,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 60,11,80502,male,37,8,5,2, 615 6011,1,0,0,0,0,0,1,1,805,289,322.2171,322.2171,5.775226,5.775226,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 55,11,80502,male,50,8,5,2, 615 5511,6,1.791759,3,.5,1,2,3,4.4,805,677,754.8131,171.5484,5.144866,6.62647,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 18,11,80502,male,46,8,5,2, 615 1811,1,0,0,0,0,0,1,1,805,305,340.0562,340.0562,5.829111,5.829111,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 16,11,80502,male,45,8,5,2, 615 1611,5,1.609438,2,.4,0,2,3,4,805,1102,1228.662,307.1655,5.727386,7.113681,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 15,11,80502,male,45,8,5,2, 615 1511,7,1.94591,4,.5714286,1,3,3,4.9,805,745,830.6289,169.5161,5.132948,6.722183,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 58,11,80502,male,46,8,5,2, 615 5811,6,1.791759,3,.5,0,3,3,4.5,805,677,754.8131,167.7363,5.122393,6.62647,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 615, 59,11,80502,male,50,8,5,2, 615 5911,2,.6931472,0,0,0,0,2,2,805,416,463.8143,231.9071,5.446337,6.139484,0,1,0,858232.6,8420352,0,1,0,38.54709,0,0,0,4.15977,4.10647,835568.4,8.355684,14.47278,71.39389,.3854709,.1485878,.0572763,.0220783,-.9426727,.0707741
 616,  4,11,80506,male,35,8,5,6, 616  411,6,1.791759,4,.6666667,1,3,2,3.9,805,1139,1269.915,325.6191,5.785728,7.146705,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  2,11,80506,male,27,8,5,6, 616  211,6,1.791759,3,.5,3,0,3,4.2,805,890,992.295,236.2607,5.464936,6.900021,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  3,11,80506,male,56,8,5,6, 616  311,3,1.098612,0,0,0,0,3,3,805,1211,1350.19,450.0634,6.109388,7.208001,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  9,11,80506,male,18,8,5,6, 616  911,3,1.098612,1,.3333333,1,0,2,2.4,805,580,646.6641,269.4434,5.596358,6.471827,castellano,0,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  7,11,80506,female,70,8,5,6, 616  711,1,0,0,0,0,0,1,1,805,287,319.9872,319.9872,5.768281,5.768281,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  5,11,80506,male,66,8,5,6, 616  511,2,.6931472,0,0,0,0,2,2,805,298,332.2516,166.1258,5.112745,5.805892,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  6,11,80506,male,40,8,5,6, 616  611,6,1.791759,4,.6666667,0,4,2,4,805,943,1051.387,262.8467,5.571571,6.957865,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616, 10,11,80506,male,46,8,5,6, 616 1011,4,1.386294,1,.25,1,0,3,3.4,805,2400,2675.852,787.0151,6.668248,7.892023,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616, 12,11,80506,male,69,8,5,6, 616 1211,3,1.098612,0,0,0,0,3,3,805,446,497.2624,165.7541,5.110506,6.209118,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 616,  8,11,80506,male,63,8,5,6, 616  811,4,1.386294,2,.5,1,1,2,2.9,805,526,586.4575,202.2267,5.309389,6.3741,0,1,0,859091.6,8427970,0,1,0,23.80883,0,0,0,3.87203,5.63921,865734.6,8.657346,14.14639,71.45944,.2380883,.056686,.0134963,.0032133,-.877121,-.2556162
 583, 30,11,80601,male,56,8,6,1, 583 3011,3,1.098612,0,0,0,0,3,3,806,4351,4687.957,1562.652,7.35414,8.452752,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 582, 18,11,80601,male,26,8,6,1, 582 1811,5,1.609438,3,.6,3,0,2,3.2,806,843,908.285,283.8391,5.648407,6.811558,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 582, 66,11,80601,male,34,8,6,1, 582 6611,5,1.609438,3,.6,1,2,2,3.4,806,2389,2574.013,757.0626,6.629446,7.853221,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 617, 42,11,80601,male,54,8,6,1, 617 4211,5,1.609438,1,.2,0,1,4,4.5,806,2143,2389.313,530.9583,6.274683,7.778761,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 617,100,11,80601,male,52,8,6,1, 61710011,2,.6931472,0,0,0,0,2,2,806,550,613.216,306.608,5.72557,6.418717,0,1,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 583, 43,11,80601,female,47,8,6,1, 583 4311,3,1.098612,1,.3333333,0,1,2,2.5,806,1517,1634.482,653.7928,6.48279,7.399081,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 617, 99,11,80601,female,65,8,6,1, 617 9911,6,1.791759,3,.5,1,2,3,4.4,806,982,1094.869,248.8339,5.516786,6.99839,0,1,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 581, 11,11,80601,male,60,8,6,1, 581 1111,3,1.098612,0,0,0,0,3,3,806,6647,7161.768,2387.256,7.7779,8.876513,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 583, 68,11,80601,female,62,8,6,1, 583 6811,5,1.609438,1,.2,0,1,4,4.5,806,3683,3968.225,881.8278,6.781997,8.286074,0,1,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 617, 40,11,80601,male,61,8,6,1, 617 4011,2,.6931472,0,0,0,0,2,2,806,2945,3283.493,1641.746,7.403516,8.096663,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 617,102,11,80601,male,38,8,6,1, 61710211,2,.6931472,0,0,0,0,2,2,806,922,1027.973,513.9865,6.242197,6.935344,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 581, 91,11,80601,male,48,8,6,1, 581 9111,6,1.791759,2,.3333333,1,1,4,4.9,806,2899,3123.509,637.4508,6.457477,8.046712,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 584, 55,11,80601,female,57,8,6,1, 584 5511,2,.6931472,0,0,0,0,2,2,806,151,162.694,81.34699,4.398724,5.091871,0,1,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
 582, 34,11,80601,male,64,8,6,1, 582 3411,7,1.94591,3,.4285714,0,3,4,5.5,806,3603,3882.029,705.8235,6.559365,8.264113,castellano,0,0,858657,8425030,0,1,0,49.0217,0,0,0,4.27173,5.22227,838056.2,8.380562,14.26944,71.22611,.490217,.2403127,.1178054,.0577502,-1.110451,-.1325665
